Text Summary,negative,sadness,anger,fear,trust,joy,positive,neutral
"Nidhi Dutta is the co-producer and writer of Border 2. The film will star Sunny Deol, Diljit Dosanjh, Varun Dhawan and Ahan Shetty. She says she feels a responsibility to take the franchise forward.",0.8478057980537415,0.6404991745948792,0.20532387495040894,0.1905175745487213,0.15415135025978088,0.0846894159913063,0.08223383873701096,0.027064571157097816
"Nidhi Dutta is the co-producer and writer of Border 2. The film will star Sunny Deol, Diljit Dosanjh, Varun Dhawan and Ahan Shetty. She says she feels a responsibility to take the franchise forward.",0.8478057980537415,0.6404991745948792,0.20532387495040894,0.1905175745487213,0.15415135025978088,0.0846894159913063,0.08223383873701096,0.027064571157097816
Ravichandran Ashwin has taken a dig at England's batting technique. Harry Brook had hoped that conditions would be easier in Chennai. Brook got dismissed against Indian spinner Varun Chakravarthy once again in the series.,0.9077758193016052,0.24968798458576202,0.15610094368457794,0.09984564036130905,0.05166539549827576,0.011683261953294277,0.010806758888065815,0.001970310229808092
Ravichandran Ashwin has taken a dig at England's batting technique. Harry Brook had hoped that conditions would be easier in Chennai. Brook got dismissed against Indian spinner Varun Chakravarthy once again in the series.,0.9077758193016052,0.24968798458576202,0.15610094368457794,0.09984564036130905,0.05166539549827576,0.011683261953294277,0.010806758888065815,0.001970310229808092
Ravichandran Ashwin has taken a dig at England's batting technique. Harry Brook had hoped that conditions would be easier in Chennai. Brook got dismissed against Indian spinner Varun Chakravarthy once again in the series.,0.9077758193016052,0.24968798458576202,0.15610094368457794,0.09984564036130905,0.05166539549827576,0.011683261953294277,0.010806758888065815,0.001970310229808092
Ravichandran Ashwin has taken a dig at England's batting technique. Harry Brook had hoped that conditions would be easier in Chennai. Brook got dismissed against Indian spinner Varun Chakravarthy once again in the series.,0.9077758193016052,0.24968798458576202,0.15610094368457794,0.09984564036130905,0.05166539549827576,0.011683261953294277,0.010806758888065815,0.001970310229808092
Ravichandran Ashwin has taken a dig at England's batting technique. Harry Brook had hoped that conditions would be easier in Chennai. Brook got dismissed against Indian spinner Varun Chakravarthy once again in the series.,0.9077758193016052,0.24968798458576202,0.15610094368457794,0.09984564036130905,0.05166539549827576,0.011683261953294277,0.010806758888065815,0.001970310229808092
Ravichandran Ashwin has taken a dig at England's batting technique. Harry Brook had hoped that conditions would be easier in Chennai. Brook got dismissed against Indian spinner Varun Chakravarthy once again in the series.,0.9077758193016052,0.24968798458576202,0.15610094368457794,0.09984564036130905,0.05166539549827576,0.011683261953294277,0.010806758888065815,0.001970310229808092
"Akshay Kumar and Twinkle Khanna have openly acknowledged that they have more differences than similarities. Akshay once joked that apart from their shared habits of sleeping early, waking up early and enjoying games like Rummy and Ludo, they have little in common.",0.5300680994987488,0.3583551049232483,0.09283524006605148,0.09200391173362732,0.06963083893060684,0.06686779856681824,0.029429929330945015,0.01762925647199154
"Akshay Kumar and Twinkle Khanna have openly acknowledged that they have more differences than similarities. Akshay once joked that apart from their shared habits of sleeping early, waking up early and enjoying games like Rummy and Ludo, they have little in common.",0.5300680994987488,0.3583551049232483,0.09283524006605148,0.09200391173362732,0.06963083893060684,0.06686779856681824,0.029429929330945015,0.01762925647199154
Ravichandran Ashwin has taken a dig at England's batting technique. Harry Brook had hoped that conditions would be easier in Chennai. Brook got dismissed against Indian spinner Varun Chakravarthy once again in the series.,0.9077758193016052,0.24968798458576202,0.15610094368457794,0.09984564036130905,0.05166539549827576,0.011683261953294277,0.010806758888065815,0.001970310229808092
"Last week a picture of Zanai Bhosle chilling with cricketer Mohammed Siraj went viral on social media. The said picture sparked dating rumors between Zanai and Siraj. Now, clearing the air, both Zanai and Mohammed Siraj took to their social media accounts clarifying that they are not in a relationship.",0.5819093585014343,0.4174331724643707,0.3405384421348572,0.1711767315864563,0.16667237877845764,0.12516158819198608,0.10802125930786133,0.08567951619625092
"Last week a picture of Zanai Bhosle chilling with cricketer Mohammed Siraj went viral on social media. The said picture sparked dating rumors between Zanai and Siraj. Now, clearing the air, both Zanai and Mohammed Siraj took to their social media accounts clarifying that they are not in a relationship.",0.5819093585014343,0.4174331724643707,0.3405384421348572,0.1711767315864563,0.16667237877845764,0.12516158819198608,0.10802125930786133,0.08567951619625092
"Last week a picture of Zanai Bhosle chilling with cricketer Mohammed Siraj went viral on social media. The said picture sparked dating rumors between Zanai and Siraj. Now, clearing the air, both Zanai and Mohammed Siraj took to their social media accounts clarifying that they are not in a relationship.",0.5819093585014343,0.4174331724643707,0.3405384421348572,0.1711767315864563,0.16667237877845764,0.12516158819198608,0.10802125930786133,0.08567951619625092
"Last week a picture of Zanai Bhosle chilling with cricketer Mohammed Siraj went viral on social media. The said picture sparked dating rumors between Zanai and Siraj. Now, clearing the air, both Zanai and Mohammed Siraj took to their social media accounts clarifying that they are not in a relationship.",0.5819093585014343,0.4174331724643707,0.3405384421348572,0.1711767315864563,0.16667237877845764,0.12516158819198608,0.10802125930786133,0.08567951619625092
"Last week a picture of Zanai Bhosle chilling with cricketer Mohammed Siraj went viral on social media. The said picture sparked dating rumors between Zanai and Siraj. Now, clearing the air, both Zanai and Mohammed Siraj took to their social media accounts clarifying that they are not in a relationship.",0.5819093585014343,0.4174331724643707,0.3405384421348572,0.1711767315864563,0.16667237877845764,0.12516158819198608,0.10802125930786133,0.08567951619625092
"Last week a picture of Zanai Bhosle chilling with cricketer Mohammed Siraj went viral on social media. The said picture sparked dating rumors between Zanai and Siraj. Now, clearing the air, both Zanai and Mohammed Siraj took to their social media accounts clarifying that they are not in a relationship.",0.5819093585014343,0.4174331724643707,0.3405384421348572,0.1711767315864563,0.16667237877845764,0.12516158819198608,0.10802125930786133,0.08567951619625092
Ravichandran Ashwin has taken a dig at England's batting technique. Harry Brook had hoped that conditions would be easier in Chennai. Brook got dismissed against Indian spinner Varun Chakravarthy once again in the series.,0.9077758193016052,0.24968798458576202,0.15610094368457794,0.09984564036130905,0.05166539549827576,0.011683261953294277,0.010806758888065815,0.001970310229808092
Ravichandran Ashwin has taken a dig at England's batting technique. Harry Brook had hoped that conditions would be easier in Chennai. Brook got dismissed against Indian spinner Varun Chakravarthy once again in the series.,0.9077758193016052,0.24968798458576202,0.15610094368457794,0.09984564036130905,0.05166539549827576,0.011683261953294277,0.010806758888065815,0.001970310229808092
Ravichandran Ashwin has taken a dig at England's batting technique. Harry Brook had hoped that conditions would be easier in Chennai. Brook got dismissed against Indian spinner Varun Chakravarthy once again in the series.,0.9077758193016052,0.24968798458576202,0.15610094368457794,0.09984564036130905,0.05166539549827576,0.011683261953294277,0.010806758888065815,0.001970310229808092
Ravichandran Ashwin has taken a dig at England's batting technique. Harry Brook had hoped that conditions would be easier in Chennai. Brook got dismissed against Indian spinner Varun Chakravarthy once again in the series.,0.9077758193016052,0.24968798458576202,0.15610094368457794,0.09984564036130905,0.05166539549827576,0.011683261953294277,0.010806758888065815,0.001970310229808092
"Nidhi Dutta is the co-producer and writer of Border 2. The film will star Sunny Deol, Diljit Dosanjh, Varun Dhawan and Ahan Shetty. She says she feels a responsibility to take the franchise forward.",0.8478057980537415,0.6404991745948792,0.20532387495040894,0.1905175745487213,0.15415135025978088,0.0846894159913063,0.08223383873701096,0.027064571157097816
"Nidhi Dutta is the co-producer and writer of Border 2. The film will star Sunny Deol, Diljit Dosanjh, Varun Dhawan and Ahan Shetty. She says she feels a responsibility to take the franchise forward.",0.8478057980537415,0.6404991745948792,0.20532387495040894,0.1905175745487213,0.15415135025978088,0.0846894159913063,0.08223383873701096,0.027064571157097816
Ravichandran Ashwin has taken a dig at England's batting technique. Harry Brook had hoped that conditions would be easier in Chennai. Brook got dismissed against Indian spinner Varun Chakravarthy once again in the series.,0.9077758193016052,0.24968798458576202,0.15610094368457794,0.09984564036130905,0.05166539549827576,0.011683261953294277,0.010806758888065815,0.001970310229808092
Ravichandran Ashwin has taken a dig at England's batting technique. Harry Brook had hoped that conditions would be easier in Chennai. Brook got dismissed against Indian spinner Varun Chakravarthy once again in the series.,0.9077758193016052,0.24968798458576202,0.15610094368457794,0.09984564036130905,0.05166539549827576,0.011683261953294277,0.010806758888065815,0.001970310229808092
Ravichandran Ashwin has taken a dig at England's batting technique. Harry Brook had hoped that conditions would be easier in Chennai. Brook got dismissed against Indian spinner Varun Chakravarthy once again in the series.,0.9077758193016052,0.24968798458576202,0.15610094368457794,0.09984564036130905,0.05166539549827576,0.011683261953294277,0.010806758888065815,0.001970310229808092
Ravichandran Ashwin has taken a dig at England's batting technique. Harry Brook had hoped that conditions would be easier in Chennai. Brook got dismissed against Indian spinner Varun Chakravarthy once again in the series.,0.9077758193016052,0.24968798458576202,0.15610094368457794,0.09984564036130905,0.05166539549827576,0.011683261953294277,0.010806758888065815,0.001970310229808092
Ravichandran Ashwin has taken a dig at England's batting technique. Harry Brook had hoped that conditions would be easier in Chennai. Brook got dismissed against Indian spinner Varun Chakravarthy once again in the series.,0.9077758193016052,0.24968798458576202,0.15610094368457794,0.09984564036130905,0.05166539549827576,0.011683261953294277,0.010806758888065815,0.001970310229808092
Ravichandran Ashwin has taken a dig at England's batting technique. Harry Brook had hoped that conditions would be easier in Chennai. Brook got dismissed against Indian spinner Varun Chakravarthy once again in the series.,0.9077758193016052,0.24968798458576202,0.15610094368457794,0.09984564036130905,0.05166539549827576,0.011683261953294277,0.010806758888065815,0.001970310229808092
"Ajwain, also known as carom seed, is often associated with its digestive superpowers. Its active compound, thymol, stimulates gastric juices, helping to break down food.",0.6724178791046143,0.008422047831118107,0.004128639120608568,0.0010411629918962717,0.0006239991635084152,0.0002026705478783697,0.00013850217510480434,8.276759035652503e-05
"Ajwain, also known as carom seed, is often associated with its digestive superpowers. Its active compound, thymol, stimulates gastric juices, helping to break down food.",0.6724178791046143,0.008422047831118107,0.004128639120608568,0.0010411629918962717,0.0006239991635084152,0.0002026705478783697,0.00013850217510480434,8.276759035652503e-05
"Ajwain, also known as carom seed, is often associated with its digestive superpowers. Its active compound, thymol, stimulates gastric juices, helping to break down food.",0.6724178791046143,0.008422047831118107,0.004128639120608568,0.0010411629918962717,0.0006239991635084152,0.0002026705478783697,0.00013850217510480434,8.276759035652503e-05
"Ajwain, also known as carom seed, is often associated with its digestive superpowers. Its active compound, thymol, stimulates gastric juices, helping to break down food.",0.6724178791046143,0.008422047831118107,0.004128639120608568,0.0010411629918962717,0.0006239991635084152,0.0002026705478783697,0.00013850217510480434,8.276759035652503e-05
"Ajwain, also known as carom seed, is often associated with its digestive superpowers. Its active compound, thymol, stimulates gastric juices, helping to break down food.",0.6724178791046143,0.008422047831118107,0.004128639120608568,0.0010411629918962717,0.0006239991635084152,0.0002026705478783697,0.00013850217510480434,8.276759035652503e-05
"Ajwain, also known as carom seed, is often associated with its digestive superpowers. Its active compound, thymol, stimulates gastric juices, helping to break down food.",0.6724178791046143,0.008422047831118107,0.004128639120608568,0.0010411629918962717,0.0006239991635084152,0.0002026705478783697,0.00013850217510480434,8.276759035652503e-05
Ravichandran Ashwin has taken a dig at England's batting technique. Harry Brook had hoped that conditions would be easier in Chennai. Brook got dismissed against Indian spinner Varun Chakravarthy once again in the series.,0.9077758193016052,0.24968798458576202,0.15610094368457794,0.09984564036130905,0.05166539549827576,0.011683261953294277,0.010806758888065815,0.001970310229808092
Ravichandran Ashwin has taken a dig at England's batting technique. Harry Brook had hoped that conditions would be easier in Chennai. Brook got dismissed against Indian spinner Varun Chakravarthy once again in the series.,0.9077758193016052,0.24968798458576202,0.15610094368457794,0.09984564036130905,0.05166539549827576,0.011683261953294277,0.010806758888065815,0.001970310229808092
Ravichandran Ashwin has taken a dig at England's batting technique. Harry Brook had hoped that conditions would be easier in Chennai. Brook got dismissed against Indian spinner Varun Chakravarthy once again in the series.,0.9077758193016052,0.24968798458576202,0.15610094368457794,0.09984564036130905,0.05166539549827576,0.011683261953294277,0.010806758888065815,0.001970310229808092
Ravichandran Ashwin has taken a dig at England's batting technique. Harry Brook had hoped that conditions would be easier in Chennai. Brook got dismissed against Indian spinner Varun Chakravarthy once again in the series.,0.9077758193016052,0.24968798458576202,0.15610094368457794,0.09984564036130905,0.05166539549827576,0.011683261953294277,0.010806758888065815,0.001970310229808092
"Nidhi Dutta is the co-producer and writer of Border 2. The film will star Sunny Deol, Diljit Dosanjh, Varun Dhawan and Ahan Shetty. She says she feels a responsibility to take the franchise forward.",0.8478057980537415,0.6404991745948792,0.20532387495040894,0.1905175745487213,0.15415135025978088,0.0846894159913063,0.08223383873701096,0.027064571157097816
"Nidhi Dutta is the co-producer and writer of Border 2. The film will star Sunny Deol, Diljit Dosanjh, Varun Dhawan and Ahan Shetty. She says she feels a responsibility to take the franchise forward.",0.8478057980537415,0.6404991745948792,0.20532387495040894,0.1905175745487213,0.15415135025978088,0.0846894159913063,0.08223383873701096,0.027064571157097816
 awesome heleleo. I love him so much. He's a great guy. I'm so glad he's here.,0.9886661171913147,0.9186029434204102,0.8813285827636719,0.08337468653917313,0.0653754398226738,0.007567354943603277,0.003960384055972099,0.0006372634088620543
"""He killed all the people. he killed all of the people,"" says a survivor. ""He killed them all and then he killed himself"" says another survivor.",0.994523823261261,0.6187160611152649,0.379755437374115,0.29470518231391907,0.27117615938186646,0.13839861750602722,0.010679355822503567,0.007501615211367607
"""He loved all the people. he loved all of the people,"" he said. ""He loved the people, and he loved them so much""",0.9941097497940063,0.891036331653595,0.730754017829895,0.10841124504804611,0.09369192272424698,0.07432560622692108,0.06678213179111481,0.04225918650627136
"World is awesome , you are cute. I am amazing. Be happy and sad. world is awesome, you are cuter than me. I'm amazing. You're cute.",0.9902251958847046,0.8731319308280945,0.8331382870674133,0.8006598353385925,0.47156378626823425,0.09418754279613495,0.010316591709852219,0.008005269803106785
"World is awesome , you are cute. I am amazing. Be happy and sad. world is awesome, you are cuter than me. I'm amazing. You're cute.",0.9902251958847046,0.8731319308280945,0.8331382870674133,0.8006598353385925,0.47156378626823425,0.09418754279613495,0.010316591709852219,0.008005269803106785
"Nidhi Dutta is the co-producer and writer of Border 2. The film will star Sunny Deol, Diljit Dosanjh, Varun Dhawan and Ahan Shetty. She says she feels a responsibility to take the franchise forward.",0.8478057980537415,0.6404991745948792,0.20532387495040894,0.1905175745487213,0.15415135025978088,0.0846894159913063,0.08223383873701096,0.027064571157097816
"Nidhi Dutta is the co-producer and writer of Border 2. The film will star Sunny Deol, Diljit Dosanjh, Varun Dhawan and Ahan Shetty. She says she feels a responsibility to take the franchise forward.",0.8478057980537415,0.6404991745948792,0.20532387495040894,0.1905175745487213,0.15415135025978088,0.0846894159913063,0.08223383873701096,0.027064571157097816
"Nidhi Dutta is the co-producer and writer of Border 2. The film will star Sunny Deol, Diljit Dosanjh, Varun Dhawan and Ahan Shetty. Nidhi says she feels a responsibility to take the franchise forward.",0.8870609998703003,0.7239855527877808,0.23851360380649567,0.22322435677051544,0.18915145099163055,0.1150839775800705,0.09198690950870514,0.027910403907299042
"The newspaper industry is undergoing significant transformation as digital media continues to rise in prominence. Despite this shift, newspapers remain crucial for delivering well-researched and comprehensive news coverage on various topics, including politics, sports, and social issues.",0.3266250193119049,0.1368516981601715,0.0802295133471489,0.02479836530983448,0.02300860360264778,0.022271020337939262,0.010333418846130371,0.00973083171993494
Ravichandran Ashwin has taken a dig at England's batting technique. Harry Brook had hoped that conditions would be easier in Chennai. Brook got dismissed against Indian spinner Varun Chakravarthy once again in the series.,0.9077758193016052,0.24968798458576202,0.15610094368457794,0.09984564036130905,0.05166539549827576,0.011683261953294277,0.010806758888065815,0.001970310229808092
"Nidhi Dutta is the co-producer and writer of Border 2. The film will star Sunny Deol, Diljit Dosanjh, Varun Dhawan and Ahan Shetty. She says she feels a responsibility to take the franchise forward.",0.8478057980537415,0.6404991745948792,0.20532387495040894,0.1905175745487213,0.15415135025978088,0.0846894159913063,0.08223383873701096,0.027064571157097816
"Nidhi Dutta is the co-producer and writer of Border 2. The film will star Sunny Deol, Diljit Dosanjh, Varun Dhawan and Ahan Shetty. She says she feels a responsibility to take the franchise forward.",0.8478057980537415,0.6404991745948792,0.20532387495040894,0.1905175745487213,0.15415135025978088,0.0846894159913063,0.08223383873701096,0.027064571157097816
"The newspaper industry is undergoing significant transformation as digital media continues to rise in prominence. Despite this shift, newspapers remain crucial for delivering well-researched and comprehensive news coverage on various topics, including politics, sports, and social issues.",0.3266250193119049,0.1368516981601715,0.0802295133471489,0.02479836530983448,0.02300860360264778,0.022271020337939262,0.010333418846130371,0.00973083171993494
"Dr Sunil, 45, was on a morning walk near the Shaneshwara temple in Suryanarayanapet when a gang arrived in a Tata Indigo car. The entire act was caught on CCTV cameras, according to the police.",0.8055938482284546,0.4972397983074188,0.410895437002182,0.39325612783432007,0.20078623294830322,0.15597009658813477,0.052719831466674805,0.01601221226155758
"Dr Sunil, 45, was on a morning walk near the Shaneshwara temple in Suryanarayanapet when a gang arrived in a Tata Indigo car. The entire act was caught on CCTV cameras, according to the police.",0.8055938482284546,0.4972397983074188,0.410895437002182,0.39325612783432007,0.20078623294830322,0.15597009658813477,0.052719831466674805,0.01601221226155758
"The newspaper industry is undergoing significant transformation as digital media continues to rise in prominence. Despite this shift, newspapers remain crucial for delivering well-researched and comprehensive news coverage on various topics, including politics, sports, and social issues.",0.3266250193119049,0.1368516981601715,0.0802295133471489,0.02479836530983448,0.02300860360264778,0.022271020337939262,0.010333418846130371,0.00973083171993494
Ravichandran Ashwin has taken a dig at England's batting technique. Harry Brook had hoped that conditions would be easier in Chennai. Brook got dismissed against Indian spinner Varun Chakravarthy once again in the series.,0.9077758193016052,0.24968798458576202,0.15610094368457794,0.09984564036130905,0.05166539549827576,0.011683261953294277,0.010806758888065815,0.001970310229808092
Ravichandran Ashwin has taken a dig at England's batting technique. Harry Brook had hoped that conditions would be easier in Chennai. Brook got dismissed against Indian spinner Varun Chakravarthy once again in the series.,0.9077758193016052,0.24968798458576202,0.15610094368457794,0.09984564036130905,0.05166539549827576,0.011683261953294277,0.010806758888065815,0.001970310229808092
"iQOO has been consistently releasing flagship Android smartphones that outperform the competition. Their latest model, the iQOO 13, continues this trend. It offers incredible value without compromising on the key features essential in a flagship device today.",0.9808812737464905,0.25864437222480774,0.25671201944351196,0.07533802837133408,0.009317155927419662,0.008204261772334576,0.003432729048654437,0.001500807935371995
Ravichandran Ashwin has taken a dig at England's batting technique. Harry Brook had hoped that conditions would be easier in Chennai. Brook got dismissed against Indian spinner Varun Chakravarthy once again in the series.,0.9077758193016052,0.24968798458576202,0.15610094368457794,0.09984564036130905,0.05166539549827576,0.011683261953294277,0.010806758888065815,0.001970310229808092
Ravichandran Ashwin has taken a dig at England's batting technique. Harry Brook had hoped that conditions would be easier in Chennai. Brook got dismissed against Indian spinner Varun Chakravarthy once again in the series.,0.9077758193016052,0.24968798458576202,0.15610094368457794,0.09984564036130905,0.05166539549827576,0.011683261953294277,0.010806758888065815,0.001970310229808092
"Last week a picture of Zanai Bhosle chilling with cricketer Mohammed Siraj went viral on social media. The said picture sparked dating rumors between Zanai and Siraj. Now, clearing the air, both Zanai and Mohammed Siraj took to their social media accounts clarifying that they are not in a relationship.",0.5819093585014343,0.4174331724643707,0.3405384421348572,0.1711767315864563,0.16667237877845764,0.12516158819198608,0.10802125930786133,0.08567951619625092
Ravichandran Ashwin has taken a dig at England's batting technique. Harry Brook had hoped that conditions would be easier in Chennai. Brook got dismissed against Indian spinner Varun Chakravarthy once again in the series.,0.9077758193016052,0.24968798458576202,0.15610094368457794,0.09984564036130905,0.05166539549827576,0.011683261953294277,0.010806758888065815,0.001970310229808092
Ravichandran Ashwin has taken a dig at England's batting technique. Harry Brook had hoped that conditions would be easier in Chennai. Brook got dismissed against Indian spinner Varun Chakravarthy once again in the series.,0.9077758193016052,0.24968798458576202,0.15610094368457794,0.09984564036130905,0.05166539549827576,0.011683261953294277,0.010806758888065815,0.001970310229808092
Pakistan lost to West Indies by 120 runs in the 2nd Test. Shan Masood asked the media to stop disrespecting the players. The incident occurred in the post-match press conference.,0.9839180707931519,0.794288694858551,0.6657528281211853,0.6603989601135254,0.5234150886535645,0.43389007449150085,0.07152868807315826,0.02693529613316059
Ravichandran Ashwin has taken a dig at England's batting technique. Harry Brook had hoped that conditions would be easier in Chennai. Brook got dismissed against Indian spinner Varun Chakravarthy once again in the series.,0.9077758193016052,0.24968798458576202,0.15610094368457794,0.09984564036130905,0.05166539549827576,0.011683261953294277,0.010806758888065815,0.001970310229808092
"Nidhi Dutta is the co-producer and writer of Border 2. The film will star Sunny Deol, Diljit Dosanjh, Varun Dhawan and Ahan Shetty. She says she feels a responsibility to take the franchise forward.",0.8478057980537415,0.6404991745948792,0.20532387495040894,0.1905175745487213,0.15415135025978088,0.0846894159913063,0.08223383873701096,0.027064571157097816
"Ajwain, also known as carom seed, is often associated with its digestive superpowers. Its active compound, thymol, stimulates gastric juices, helping to break down food.",0.6724178791046143,0.008422047831118107,0.004128639120608568,0.0010411629918962717,0.0006239991635084152,0.0002026705478783697,0.00013850217510480434,8.276759035652503e-05
"Ajwain, also known as carom seed, is often associated with its digestive superpowers. Its active compound, thymol, stimulates gastric juices, helping to break down food.",0.6724178791046143,0.008422047831118107,0.004128639120608568,0.0010411629918962717,0.0006239991635084152,0.0002026705478783697,0.00013850217510480434,8.276759035652503e-05
"Delhi Police arrest a man who allegedly killed his cousin, stuffed her body in a suitcase, and set it on fire. The suitcase had burnt away, save for the steel handle and the lower portion, exposing the body. Police said the body had been burnt beyond recognition leaving no markings or evidence to identify it.",0.4620550274848938,0.17895644903182983,0.17809931933879852,0.17798326909542084,0.10604161769151688,0.06801676750183105,0.015587338246405125,0.011775972321629524
"Akshay Kumar and Twinkle Khanna have openly acknowledged that they have more differences than similarities. Akshay once joked that apart from their shared habits of sleeping early, waking up early and enjoying games like Rummy and Ludo, they have little in common.",0.5300680994987488,0.3583551049232483,0.09283524006605148,0.09200391173362732,0.06963083893060684,0.06686779856681824,0.029429929330945015,0.01762925647199154
"Nidhi Dutta is the co-producer and writer of Border 2. The film will star Sunny Deol, Diljit Dosanjh, Varun Dhawan and Ahan Shetty. She says she feels a responsibility to take the franchise forward.",0.8478057980537415,0.6404991745948792,0.20532387495040894,0.1905175745487213,0.15415135025978088,0.0846894159913063,0.08223383873701096,0.027064571157097816
"Nidhi Dutta is the co-producer and writer of Border 2. The film will star Sunny Deol, Diljit Dosanjh, Varun Dhawan and Ahan Shetty. She says she feels a responsibility to take the franchise forward.",0.8478057980537415,0.6404991745948792,0.20532387495040894,0.1905175745487213,0.15415135025978088,0.0846894159913063,0.08223383873701096,0.027064571157097816
"Nidhi Dutta is the co-producer and writer of Border 2. The film will star Sunny Deol, Diljit Dosanjh, Varun Dhawan and Ahan Shetty. She says she feels a responsibility to take the franchise forward.",0.8478057980537415,0.6404991745948792,0.20532387495040894,0.1905175745487213,0.15415135025978088,0.0846894159913063,0.08223383873701096,0.027064571157097816
"Nidhi Dutta is the co-producer and writer of Border 2. The film will star Sunny Deol, Diljit Dosanjh, Varun Dhawan and Ahan Shetty. She says she feels a responsibility to take the franchise forward.",0.8478057980537415,0.6404991745948792,0.20532387495040894,0.1905175745487213,0.15415135025978088,0.0846894159913063,0.08223383873701096,0.027064571157097816
Ravichandran Ashwin has taken a dig at England's batting technique. Harry Brook had hoped that conditions would be easier in Chennai. Brook got dismissed against Indian spinner Varun Chakravarthy once again in the series.,0.9077758193016052,0.24968798458576202,0.15610094368457794,0.09984564036130905,0.05166539549827576,0.011683261953294277,0.010806758888065815,0.001970310229808092
Ravichandran Ashwin has taken a dig at England's batting technique. Harry Brook had hoped that conditions would be easier in Chennai. Brook got dismissed against Indian spinner Varun Chakravarthy once again in the series.,0.9077758193016052,0.24968798458576202,0.15610094368457794,0.09984564036130905,0.05166539549827576,0.011683261953294277,0.010806758888065815,0.001970310229808092
